State,County FIPS,County Name, Solar , Wind , Hydroelectric , Low-Impact Hydroelectric , Natural Gas , Coal , Oil & Other FF , Other , Traditional TDS , Storage , Smart Grid , Micro Grid , Other Grid Mod , Coal .1, Petroleum , Natural Gas .1, Woody Biomass , Corn Ethanol , Other Clean Fuels , Other .1, ENERGY STAR & Efficient Lighting , Traditional HVAC , High Efficiency HVAC & Renewable H&C , Advanced Materials & Insulation ,Other, MV ,state_id,state_abbr,county_state_name,county_id,county_name,latitude,longitude,population,population_cohort,employment,employment_cohort,doe_climate_zone,cohort,residential_electricity_consumption,residential_electricity_expenditures,residential_electricity_utility_customers,residential_gas_consumption,residential_gas_expenditures,residential_gas_utility_customers,occuped_housing_units,commercial_electricity_consumption,commercial_electricity_expenditures,commercial_electricity_utility_customers,commercial_gas_consumption,commercial_gas_expenditures,commercial_gas_utility_customers,road_gas_consumption,road_diesel_consumption,road_miles_traveled,industry_electricity_consumption,industry_electricity_expenditures,industry_gas_consumption,residential_electricity_ghg,residential_gas_ghg,commercial_electricity_ghg,commercial_gas_ghg,industry_electricity_ghg,industry_gas_ghg,road_gas_ghg,road_diesel_ghg,egrid_primary_subregion,CO2 equivalent total output emission rate (mton/MWh),CO2 equivalent total output emission rate (mton/Mcf),CO2 equivalent total output emission rate (mton/gallon),CO2 equivalent total output emission rate (mton/gallon).1
MN,27143,Sibley County,4,2,3,2,5,5,9,2,28,3,4,7,6,2,6,4,7,78,22,7,19,13,19,5,12,60,27.0,MN,"Sibley County, MN",27143.0,Sibley County,44.575734,-94.230123,14957.0,4.0,6816.0,2.0,6.0,60402.0,66061.0,8681.0,6279.0,237115.0,1886.0,2867.0,6009.0,34949.0,3464.0,948.0,272373.0,1639.0,585.0,9220897.0,3790209.0,233851446.0,62811.0,4630.0,3832666.0,37379.0,13037.0,19775.0,14975.0,35540.0,210723.0,99544.0,47966.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
MN,27145,Stearns County,2695,1344,21,6,1,8,7,15,686,78,14,16,17,6,67,9,4,2,2,18,316,222,371,147,218,2483,27.0,MN,"Stearns County, MN",27145.0,Stearns County,45.555235,-94.610482,153661.0,10.0,167050.0,10.0,6.0,61010.0,531738.0,69727.0,60332.0,2387347.0,18691.0,32711.0,57695.0,627383.0,62251.0,8954.0,2974392.0,17637.0,5442.0,75507852.0,32398678.0,1946332911.0,658320.0,48528.0,2882022.0,300869.0,131258.0,354987.0,163534.0,372492.0,158456.0,815144.0,410012.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
MN,27147,Steele County,4,2,9,7,8,4,8,5,326,7,5,6,2,7,6,5,1,7,2,4,55,39,58,15,34,173,27.0,MN,"Steele County, MN",27147.0,Steele County,44.015261,-93.220453,36541.0,6.0,38330.0,7.0,6.0,60607.0,136086.0,17989.0,14933.0,822057.0,6695.0,11399.0,14354.0,167878.0,16802.0,1963.0,524997.0,3197.0,932.0,19870883.0,9714485.0,528254116.0,311184.0,22939.0,1126605.0,77001.0,45197.0,94989.0,28865.0,176075.0,61942.0,214516.0,122939.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
MN,27149,Stevens County,4,8,3,3,2,5,5,7,18,8,4,2,8,8,2,9,6,14,4,8,12,3,33,12,2,50,27.0,MN,"Stevens County, MN",27149.0,Stevens County,45.593461,-95.992315,9762.0,3.0,9145.0,3.0,6.0,60303.0,35904.0,3812.0,3982.0,139757.0,1144.0,1813.0,3567.0,67537.0,5633.0,681.0,160.0,1.0,15.0,4236731.0,1648747.0,104177083.0,71208.0,5249.0,1625320.0,20315.0,7684.0,38214.0,9.0,40291.0,89361.0,45738.0,20865.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
MN,27151,Swift County,2,7,8,9,9,7,6,56,39,2,2,6,6,3,2,9,7,182,36,4,15,7,25,4,4,57,27.0,MN,"Swift County, MN",27151.0,Swift County,45.27581,-95.690124,9483.0,3.0,6038.0,2.0,6.0,60302.0,41566.0,4411.0,4612.0,139086.0,1135.0,1751.0,4177.0,62594.0,5238.0,1023.0,82392.0,503.0,184.0,5800796.0,2339927.0,143472709.0,92684.0,6832.0,1939056.0,23519.0,7647.0,35417.0,4530.0,52443.0,106611.0,62622.0,29612.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
MN,27153,Todd County,2,19,9,5,8,3,2,4,20,4,5,1,2,1,1,8,1,4,7,1,10,3,10,7,8,62,27.0,MN,"Todd County, MN",27153.0,Todd County,46.066569,-94.900576,24335.0,5.0,11465.0,4.0,6.0,60504.0,100164.0,10903.0,12419.0,284853.0,2256.0,3049.0,9866.0,25590.0,2352.0,1107.0,16178.0,99.0,146.0,14893716.0,6493916.0,379100364.0,198854.0,14658.0,1055165.0,56675.0,15661.0,14479.0,889.0,112516.0,58014.0,160785.0,82182.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
MN,27155,Traverse County,8,4,9,9,4,9,6,8,1,5,1,3,3,6,6,9,5,1,2,6,6,9,9,2,2,9,27.0,MN,"Traverse County, MN",27155.0,Traverse County,45.769935,-96.474832,3397.0,1.0,1649.0,1.0,6.0,60101.0,16962.0,1804.0,1991.0,10978.0,91.0,56.0,1544.0,17068.0,1452.0,401.0,0.0,0.0,0.0,2112252.0,1045549.0,55366121.0,15291.0,1127.0,5547.0,9597.0,604.0,9658.0,0.0,8652.0,305.0,22803.0,13232.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
MN,27157,Wabasha County,8,1,9,5,6,7,4,8,6,3,4,1,7,2,3,8,5,1,5,2,41,32,45,16,27,131,27.0,MN,"Wabasha County, MN",27157.0,Wabasha County,44.289693,-92.23334,21327.0,5.0,10835.0,3.0,6.0,60503.0,92580.0,12378.0,9544.0,359004.0,2726.0,4429.0,9004.0,37267.0,3734.0,1182.0,221743.0,1280.0,832.0,8960620.0,3177863.0,218678713.0,82444.0,6077.0,232443.0,52384.0,19738.0,21087.0,12192.0,46649.0,12780.0,96734.0,40217.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
MN,27159,Wadena County,3,7,9,8,2,1,2,6,97,6,9,8,3,5,8,1,5,1,8,9,13,10,15,1,9,41,27.0,MN,"Wadena County, MN",27159.0,Wadena County,46.586986,-94.988608,13755.0,4.0,8036.0,3.0,7.0,70403.0,53562.0,5548.0,6697.0,189890.0,1465.0,1974.0,5657.0,51897.0,4733.0,1090.0,13456.0,79.0,39.0,9657710.0,3271191.0,229291603.0,21388.0,1577.0,45556.0,30306.0,10440.0,29365.0,740.0,12102.0,2505.0,104260.0,41398.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
MN,27161,Waseca County,6,9,6,8,7,9,2,5,7,1,4,4,4,4,7,4,8,21,10,2,19,12,32,1,11,40,27.0,MN,"Waseca County, MN",27161.0,Waseca County,44.01846,-93.589844,19034.0,5.0,10135.0,3.0,6.0,60503.0,65790.0,8674.0,7581.0,350712.0,2845.0,4723.0,7329.0,41241.0,4095.0,1174.0,161315.0,985.0,355.0,8061941.0,2851631.0,196941652.0,77043.0,5679.0,4526801.0,37226.0,19282.0,23335.0,8869.0,43592.0,248887.0,87033.0,36088.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
MN,27163,Washington County,3,6,55,5,50,161,8,16,673,43,9,1,9,3,922,2,3,20,21,11,207,180,259,93,152,819,27.0,MN,"Washington County, MN",27163.0,Washington County,45.037929,-92.890117,248745.0,11.0,162802.0,10.0,6.0,61110.0,860650.0,113501.0,91584.0,6770006.0,53324.0,78853.0,91282.0,735721.0,73040.0,9581.0,3322013.0,19839.0,5508.0,106991718.0,29368229.0,2542389650.0,1246331.0,91873.0,4761830.0,486975.0,372220.0,416288.0,182647.0,705202.0,261809.0,1155028.0,371661.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
MN,27165,Watonwan County,9,2,1,2,3,5,3,7,30,9,5,4,4,7,8,1,6,5,1,8,10,9,12,3,4,44,27.0,MN,"Watonwan County, MN",27165.0,Watonwan County,43.978096,-94.613842,10996.0,3.0,7405.0,2.0,6.0,60302.0,64055.0,8087.0,4832.0,214359.0,1754.0,2708.0,4465.0,47923.0,5164.0,730.0,27841.0,170.0,51.0,6746239.0,2515745.0,164637576.0,128796.0,9494.0,506967.0,36244.0,11786.0,27116.0,1531.0,72876.0,27873.0,72829.0,31837.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
MN,27167,Wilkin County,5,2,8,8,9,4,1,1,10,7,9,9,1,5,7,8,3,7,6,8,1,2,5,7,1,20,27.0,MN,"Wilkin County, MN",27167.0,Wilkin County,46.362335,-96.476657,6479.0,2.0,2965.0,1.0,7.0,70201.0,29463.0,3524.0,2958.0,72962.0,557.0,954.0,2871.0,43732.0,3879.0,488.0,37824.0,211.0,65.0,6552433.0,3712101.0,179627611.0,15359.0,1132.0,12548.0,16671.0,4011.0,24744.0,2080.0,8691.0,690.0,70737.0,46977.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
MN,27169,Winona County,9,8,7,1,8,6,5,7,70,5,1,6,3,6,15,9,8,1,2,1,75,47,39,14,42,335,27.0,MN,"Winona County, MN",27169.0,Winona County,43.982268,-91.776708,51145.0,7.0,47477.0,7.0,6.0,60707.0,175337.0,23153.0,20069.0,887588.0,6740.0,10906.0,19078.0,136459.0,13547.0,2782.0,640592.0,3701.0,1772.0,25755600.0,12334776.0,683591526.0,262971.0,19385.0,1275840.0,99209.0,48800.0,77211.0,35220.0,148795.0,70147.0,278044.0,156099.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
MN,27171,Wright County,4,9,65,13,3,6,15,1930,558,44,11,4,10,6,26,5,9,4,7,9,191,136,230,83,130,621,27.0,MN,"Wright County, MN",27171.0,Wright County,45.175091,-93.966396,129922.0,10.0,72938.0,8.0,6.0,61008.0,436029.0,57162.0,47902.0,2462430.0,19573.0,32915.0,45887.0,300031.0,29784.0,5858.0,1565080.0,9445.0,3030.0,64052391.0,26973576.0,1653434164.0,245350.0,18086.0,1036086.0,246715.0,135386.0,169765.0,86049.0,138825.0,56965.0,691477.0,341356.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
MN,27173,Yellow Medicine County,6,17,25,1,9,4,2,6,5,7,9,6,1,7,6,5,7,1,2,9,3,2,8,5,8,33,27.0,MN,"Yellow Medicine County, MN",27173.0,Yellow Medicine County,44.715736,-95.862756,10038.0,3.0,6193.0,2.0,6.0,60302.0,47221.0,5838.0,4544.0,119219.0,928.0,1798.0,4174.0,58903.0,5242.0,755.0,136536.0,761.0,262.0,5882105.0,2528931.0,148136158.0,53731.0,3961.0,752784.0,26719.0,6555.0,33329.0,7507.0,30402.0,41389.0,63500.0,32004.0,MROW,0.565822454,0.054980794,0.01079549,0.012655217
MS,28001,Adams County,67,3,7,2,8,9,8,2,90,3,8,2,9,1,244,20,4,6,1,5,14,28,26,15,36,98,28.0,MS,"Adams County, MS",28001.0,Adams County,31.486218,-91.351781,31747.0,6.0,20088.0,5.0,3.0,30605.0,174554.0,14507.0,14346.0,353290.0,3562.0,6518.0,11586.0,176762.0,13744.0,3130.0,211274.0,1528.0,793.0,13255799.0,4367475.0,316273290.0,140372.0,8133.0,2923955.0,86708.0,19424.0,87804.0,11616.0,69728.0,160761.0,143103.0,55271.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28003,Alcorn County,1,5,7,8,7,1,7,3,127,3,4,7,4,8,7,6,5,2,6,7,8,22,17,11,95,194,28.0,MS,"Alcorn County, MS",28003.0,Alcorn County,34.886569,-88.581109,37309.0,6.0,23714.0,5.0,3.0,30605.0,221675.0,24729.0,16796.0,263437.0,2180.0,6694.0,14776.0,200644.0,23395.0,5060.0,225400.0,1688.0,1232.0,18920524.0,6136696.0,443473846.0,116787.0,6766.0,262584.0,119920.0,14484.0,108543.0,12393.0,63178.0,14437.0,204256.0,77661.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28005,Amite County,6,1,5,6,4,7,1,1,26,5,1,9,8,5,34,6,36,9,3,8,8,5,1,3,5,21,28.0,MS,"Amite County, MS",28005.0,Amite County,31.203933,-90.795542,12692.0,4.0,2658.0,1.0,3.0,30401.0,79580.0,6789.0,6506.0,15727.0,261.0,487.0,4957.0,16961.0,1327.0,661.0,18278.0,220.0,97.0,7790332.0,2660909.0,185868203.0,42086.0,2438.0,23059.0,39530.0,865.0,8425.0,1005.0,20906.0,1268.0,84100.0,33674.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28007,Attala County,23,8,4,9,5,2,2,1,76,3,2,2,5,2,2,7,9,7,1,3,13,35,26,17,37,66,28.0,MS,"Attala County, MS",28007.0,Attala County,33.09047,-89.588622,19085.0,5.0,8559.0,3.0,3.0,30503.0,112806.0,9467.0,8954.0,203793.0,2060.0,3681.0,7268.0,45448.0,3597.0,1092.0,1036.0,7.0,7.0,10185407.0,3625103.0,241897251.0,33001.0,1912.0,48581.0,61025.0,11205.0,24586.0,57.0,17852.0,2671.0,109956.0,45876.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28009,Benton County,61,4,1,1,4,7,6,5,25,1,1,1,7,5,6,8,5,9,9,4,6,2,6,7,3,167,28.0,MS,"Benton County, MS",28009.0,Benton County,34.810518,-89.200285,8378.0,3.0,1503.0,1.0,3.0,30301.0,45372.0,5025.0,4123.0,64514.0,640.0,1266.0,3126.0,10161.0,1164.0,488.0,6827.0,52.0,126.0,8193049.0,4670936.0,215473427.0,10127.0,587.0,4154.0,24545.0,3547.0,5497.0,375.0,5479.0,228.0,88448.0,59112.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28011,Bolivar County,2,7,6,2,3,1,1,5,90,5,6,1,1,9,7,47,1,21,40,10,17,53,41,26,51,469,28.0,MS,"Bolivar County, MS",28011.0,Bolivar County,33.799139,-90.88412,33615.0,6.0,18241.0,5.0,3.0,30605.0,186661.0,15567.0,13992.0,444462.0,4482.0,9391.0,12598.0,111446.0,8692.0,2809.0,97357.0,704.0,366.0,19529240.0,6290049.0,457576208.0,102890.0,5961.0,163989.0,92722.0,24437.0,55359.0,5353.0,51109.0,9016.0,210828.0,79602.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28013,Calhoun County,18,5,7,5,6,4,3,8,26,9,1,1,1,9,7,7,5,22,42,6,2,4,2,6,8,15,28.0,MS,"Calhoun County, MS",28013.0,Calhoun County,33.936634,-89.337114,14724.0,4.0,4963.0,1.0,3.0,30401.0,89362.0,9297.0,6802.0,109586.0,1105.0,1724.0,5820.0,36947.0,3963.0,1519.0,13608.0,98.0,83.0,7313174.0,2616458.0,174181696.0,45429.0,2632.0,40919.0,48342.0,6025.0,19987.0,748.0,24576.0,2250.0,78949.0,33112.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28015,Carroll County,9,5,7,1,7,1,7,7,19,5,6,3,6,2,5,2,2,7,9,3,7,5,9,6,7,47,28.0,MS,"Carroll County, MS",28015.0,Carroll County,33.440795,-89.918887,10301.0,3.0,1250.0,1.0,3.0,30301.0,59517.0,4961.0,4966.0,67519.0,681.0,709.0,3674.0,7372.0,575.0,267.0,1.0,0.0,0.0,10622486.0,6014503.0,278263157.0,12826.0,743.0,294.0,29564.0,3712.0,3662.0,0.0,6371.0,16.0,114675.0,76115.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28017,Chickasaw County,4,1,9,5,1,4,2,2,33,8,4,1,5,9,4,6,2,9,9,1,2,10,8,4,11,30,28.0,MS,"Chickasaw County, MS",28017.0,Chickasaw County,33.921654,-88.945808,17357.0,5.0,10256.0,3.0,3.0,30503.0,94457.0,10394.0,7363.0,96406.0,987.0,1718.0,6398.0,81623.0,9720.0,2330.0,45.0,0.0,12.0,10037754.0,3766895.0,242146671.0,239081.0,13852.0,1089533.0,51099.0,5300.0,44156.0,2.0,129336.0,59903.0,108362.0,47671.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28019,Choctaw County,8,1,9,8,62,26,3,9,72,1,9,3,2,287,5,5,42,5,2,3,2,1,4,9,4,46,28.0,MS,"Choctaw County, MS",28019.0,Choctaw County,33.345964,-89.251332,8320.0,3.0,1996.0,1.0,3.0,30301.0,48029.0,4854.0,4078.0,58099.0,586.0,952.0,3184.0,12937.0,1467.0,454.0,4920.0,36.0,39.0,4455673.0,1749745.0,107936754.0,44988.0,2606.0,28574.0,25982.0,3194.0,6998.0,271.0,24337.0,1571.0,48101.0,22143.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28021,Claiborne County,2,1,8,7,9,3,2,926,11,15,1,3,6,5,6,9,4,6,4,5,6,6,8,6,3,6,28.0,MS,"Claiborne County, MS",28021.0,Claiborne County,31.97281,-90.915424,9209.0,3.0,3402.0,1.0,3.0,30301.0,49663.0,4148.0,4141.0,45972.0,481.0,868.0,3134.0,17192.0,1340.0,472.0,2227.0,17.0,8.0,5036081.0,1925832.0,123458698.0,10337.0,599.0,6563.0,24669.0,2528.0,8540.0,122.0,5135.0,361.0,54367.0,24372.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28023,Clarke County,8,1,5,7,9,9,7,2,92,9,2,1,3,2,158,67,19,1,7,7,4,3,3,1,9,22,28.0,MS,"Clarke County, MS",28023.0,Clarke County,32.045374,-88.687976,16203.0,4.0,5536.0,2.0,3.0,30402.0,95630.0,11828.0,7736.0,80189.0,840.0,1592.0,6598.0,49604.0,4977.0,1056.0,30983.0,257.0,209.0,10998097.0,5215969.0,280167123.0,61303.0,3552.0,324838.0,51733.0,4409.0,26834.0,1703.0,33163.0,17860.0,118730.0,66009.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28025,Clay County,7,4,3,2,6,4,6,6,17,8,5,5,7,1,1,8,9,7,6,3,11,22,21,11,21,49,28.0,MS,"Clay County, MS",28025.0,Clay County,33.661733,-88.783326,20147.0,5.0,8397.0,3.0,3.0,30503.0,114901.0,13265.0,9017.0,188635.0,1902.0,3556.0,7781.0,77192.0,9789.0,2022.0,67123.0,485.0,292.0,9845617.0,3232886.0,233662540.0,65365.0,3787.0,100198.0,62158.0,10371.0,41758.0,3690.0,35361.0,5509.0,106288.0,40913.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28027,Coahoma County,7,2,57,6,1,7,4,7,35,9,6,3,3,1,2,9,10,19,37,5,3,12,8,9,15,31,28.0,MS,"Coahoma County, MS",28027.0,Coahoma County,34.22867,-90.603165,24804.0,5.0,12457.0,4.0,3.0,30504.0,130869.0,11372.0,10556.0,341109.0,3440.0,6754.0,9084.0,80505.0,7156.0,2202.0,82807.0,599.0,376.0,16137430.0,4952180.0,379023609.0,53565.0,3103.0,46651.0,65008.0,18754.0,39990.0,4553.0,26608.0,2565.0,174211.0,62671.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28029,Copiah County,1,3,8,7,1,4,3,2,25,1,8,5,2,1,3,6,1,8,2,6,5,9,4,1,42,57,28.0,MS,"Copiah County, MS",28029.0,Copiah County,31.866915,-90.448758,28780.0,6.0,11681.0,4.0,3.0,30604.0,155343.0,13345.0,11905.0,210235.0,2201.0,3238.0,9851.0,67927.0,5384.0,1891.0,71524.0,544.0,300.0,17467277.0,10841377.0,474263796.0,140317.0,8130.0,467525.0,77165.0,11559.0,33742.0,3932.0,69701.0,25705.0,188568.0,137200.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28031,Covington County,3,5,8,6,3,3,5,5,205,28,6,8,1,4,10,9,4,3,2,3,9,6,14,6,18,117,28.0,MS,"Covington County, MS",28031.0,Covington County,31.633331,-89.548897,19503.0,5.0,7950.0,3.0,3.0,30503.0,107340.0,12059.0,8347.0,74285.0,761.0,1548.0,6950.0,57303.0,5556.0,1192.0,66303.0,495.0,297.0,15645836.0,6373511.0,385453565.0,77494.0,4490.0,628912.0,53320.0,4084.0,28464.0,3645.0,38494.0,34578.0,168904.0,80658.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28033,DeSoto County,30,7,2,3,23,15,5,4,226,10,4,2,3,4,4,11,1,6,17,25,59,163,122,83,199,1316,28.0,MS,"DeSoto County, MS",28033.0,DeSoto County,34.874266,-89.99324,170890.0,10.0,102590.0,9.0,3.0,31009.0,936311.0,81278.0,62790.0,2337716.0,21881.0,45664.0,60575.0,1005431.0,85373.0,9148.0,1120421.0,7868.0,2510.0,75943655.0,26164913.0,1841161500.0,200475.0,11615.0,690703.0,506517.0,128529.0,543909.0,61602.0,108451.0,37975.0,819849.0,331123.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28035,Forrest County,31,6,2,9,28,22,9,7,326,25,6,9,3,3,18,27,11,9,3,12,76,151,112,59,165,499,28.0,MS,"Forrest County, MS",28035.0,Forrest County,31.18858,-89.259447,76274.0,8.0,65468.0,8.0,3.0,30808.0,386432.0,47920.0,31987.0,324010.0,3029.0,10207.0,28022.0,520391.0,51765.0,6955.0,647261.0,4496.0,1751.0,39713226.0,14808318.0,973812655.0,207377.0,12015.0,2079489.0,191955.0,17814.0,258498.0,35587.0,103012.0,114332.0,428724.0,187402.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28037,Franklin County,8,1,1,1,7,8,1,9,12,5,8,9,6,2,2,4,21,9,6,8,1,8,6,4,3,23,28.0,MS,"Franklin County, MS",28037.0,Franklin County,31.477776,-90.895811,7818.0,3.0,2202.0,1.0,3.0,30301.0,50946.0,4339.0,4082.0,40163.0,422.0,627.0,3096.0,9407.0,738.0,277.0,0.0,0.0,0.0,6697637.0,2869927.0,166288254.0,7425.0,430.0,6457.0,19461.0,2208.0,3593.0,0.0,2836.0,355.0,72304.0,36320.0,SRMV,0.381993864,0.054980794,0.01079549,0.012655217
MS,28039,George County,6,1,8,7,19,8,2,8,92,5,3,6,3,1,6,9,8,9,1,4,12,15,18,12,15,66,28.0,MS,"George County, MS",28039.0,George County,30.855431,-88.642268,23313.0,5.0,7225.0,2.0,3.0,30502.0,112992.0,13583.0,9184.0,54868.0,555.0,532.0,7410.0,55846.0,5599.0,1411.0,40709.0,295.0,208.0,10152342.0,4286510.0,250444778.0,16970.0,983.0,9939.0,56127.0,3017.0,27741.0,2238.0,8429.0,546.0,109600.0,54247.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28041,Greene County,3,1,6,5,8,7,2,3,8,2,1,1,8,9,5,14,23,3,8,2,5,3,1,1,9,24,28.0,MS,"Greene County, MS",28041.0,Greene County,31.212845,-88.634811,13941.0,4.0,1438.0,1.0,3.0,30401.0,63045.0,7667.0,5033.0,53985.0,555.0,247.0,4164.0,19618.0,1961.0,530.0,8188.0,62.0,48.0,7987994.0,2858112.0,190934249.0,11942.0,692.0,2892.0,31317.0,2968.0,9745.0,450.0,5932.0,159.0,86234.0,36170.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28043,Grenada County,1,7,7,3,4,2,3,6,48,9,4,4,4,9,4,7,14,9,5,7,46,139,96,2,133,93,28.0,MS,"Grenada County, MS",28043.0,Grenada County,33.770031,-89.80274,21518.0,5.0,15249.0,4.0,3.0,30504.0,116181.0,9670.0,9990.0,219329.0,2211.0,3792.0,7508.0,87370.0,6808.0,2263.0,59415.0,430.0,263.0,13912452.0,5748783.0,345694464.0,672066.0,38938.0,1038140.0,62850.0,12059.0,47264.0,3267.0,363568.0,57078.0,150192.0,72752.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
MS,28045,Hancock County,2,7,5,7,12,10,8,6,218,12,3,7,1,3,48,45,1,2,5,9,19,55,36,25,51,86,28.0,MS,"Hancock County, MS",28045.0,Hancock County,30.391641,-89.482791,46028.0,7.0,18792.0,5.0,2.0,20705.0,272355.0,32459.0,23168.0,76048.0,796.0,1298.0,18782.0,151066.0,15765.0,3018.0,232317.0,1768.0,754.0,29405315.0,16584970.0,779475333.0,117374.0,6800.0,2092657.0,135289.0,4181.0,75040.0,12773.0,58304.0,115056.0,317445.0,209886.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28047,Harrison County,2,14,9,1,150,31,6,5,474,7,3,1,1,7,21,25,4,4,2,32,106,269,204,126,275,860,28.0,MS,"Harrison County, MS",28047.0,Harrison County,30.416536,-89.083376,198570.0,11.0,147309.0,10.0,2.0,21110.0,1024718.0,126050.0,88011.0,536013.0,5608.0,20728.0,76660.0,1597020.0,159586.0,14888.0,1885747.0,14338.0,3461.0,98829105.0,39192577.0,2469677951.0,99293.0,5753.0,4652012.0,509016.0,29470.0,793299.0,103680.0,49322.0,255771.0,1066909.0,495991.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28049,Hinds County,233,32,12,12,121,66,7,9,581,36,19,13,16,3,137,49,7,9,10,78,149,417,323,189,406,829,28.0,MS,"Hinds County, MS",28049.0,Hinds County,32.267788,-90.466017,244596.0,11.0,197356.0,11.0,3.0,31111.0,1265340.0,103351.0,102248.0,2427686.0,24718.0,55971.0,89335.0,1597583.0,123641.0,20165.0,2728373.0,20124.0,6335.0,127583389.0,48934905.0,3160959086.0,306067.0,17733.0,4640456.0,483352.0,133476.0,610267.0,150008.0,116916.0,255136.0,1377325.0,619282.0,SRMV,0.381993864,0.054980794,0.01079549,0.012655217
MS,28051,Holmes County,8,5,2,3,1,7,1,3,6,7,7,1,1,3,9,7,3,4,12,6,6,6,2,8,2,22,28.0,MS,"Holmes County, MS",28051.0,Holmes County,33.125942,-90.091197,18547.0,5.0,3912.0,1.0,3.0,30501.0,94466.0,7895.0,8256.0,206282.0,2080.0,3688.0,6314.0,31312.0,2450.0,1063.0,1055.0,8.0,28.0,15314349.0,8704786.0,403404358.0,117245.0,6793.0,575459.0,46925.0,11342.0,15554.0,58.0,58240.0,31639.0,165326.0,110161.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28053,Humphreys County,7,2,9,9,8,1,3,5,22,9,1,7,6,7,4,3,6,8,16,9,4,9,4,3,1,11,28.0,MS,"Humphreys County, MS",28053.0,Humphreys County,33.130996,-90.523421,8822.0,3.0,2385.0,1.0,3.0,30301.0,45463.0,3830.0,3754.0,105124.0,1060.0,2158.0,3058.0,20076.0,1574.0,657.0,6662.0,48.0,36.0,7600872.0,2625621.0,178951349.0,11556.0,670.0,121.0,22583.0,5780.0,9972.0,366.0,5740.0,7.0,82055.0,33228.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28055,Issaquena County,6,7,6,1,3,9,4,6,7,8,5,8,2,2,1,7,2,7,3,9,5,7,5,7,1,2,28.0,MS,"Issaquena County, MS",28055.0,Issaquena County,32.755539,-91.003535,1352.0,1.0,57.0,1.0,3.0,30101.0,7941.0,667.0,544.0,5661.0,57.0,55.0,478.0,857.0,67.0,50.0,0.0,0.0,0.0,2819067.0,782058.0,63076343.0,8253.0,478.0,0.0,3945.0,311.0,426.0,0.0,4100.0,0.0,30433.0,9897.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
MS,28057,Itawamba County,3,9,1,1,9,3,9,3,35,2,3,7,3,9,5,5,13,4,4,7,4,27,21,14,28,474,28.0,MS,"Itawamba County, MS",28057.0,Itawamba County,34.281075,-88.363127,23511.0,5.0,10953.0,3.0,3.0,30503.0,141564.0,14713.0,9967.0,134041.0,1414.0,5184.0,8858.0,47433.0,5460.0,1923.0,54516.0,481.0,424.0,13594825.0,8050958.0,361867359.0,45033.0,2609.0,60399.0,76582.0,7370.0,25660.0,2997.0,24362.0,3321.0,146763.0,101887.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
